"book_id","book_name","author_id","publisher_id"
"281","花燭","35","33"
"282","家庭の幸福","35","275"
"283","風の便り","35","33"
"284","禁酒の心","35","33"
"285","乞食学生","35","33"
"286","古典風","35","33"
"287","黄村先生言行録","35","33"
"288","苦悩の年鑑","35","33"
"289","虚構の春","35","33"
"290","狂言の神","35","33"
"291","饗応夫人","35","33"
"292","リイズ","35","33"
"293","女神","35","33"
"294","めくら草紙","35","33"
"295","メリイクリスマス","35","33"
"296","雌に就いて","35","33"
"297","未帰還の友に","35","33"
"298","みみずく通信","35","33"
"299","盲人独笑","35","33"
"300","彼は昔の彼ならず","35","33"
"301","人間失格","35","275"
"302","庭","35","33"
"303","女人訓戒","35","33"
"304","女の決闘","35","33"
"305","おさん","35","33"
"306","おしゃれ童子","35","33"
"307","お伽草紙","35","343"
"308","桜桃","35","91"
"309","親という二字","35","33"
"310","フォスフォレッスセンス","35","33"
"311","令嬢アユ","35","33"
"312","列車","35","275"
"313","列車","35","343"
"314","律子と貞子","35","33"
"315","ろまん灯籠","35","33"
"316","ロマネスク","35","33"
"317","佐渡","35","33"
"318","酒の追憶","35","33"
"319","電報","37","343"
"320","犬と釣り 荒川辺りの昼下がり","206","0"
"321","二老人","38","116"
"322","源おじ","38","239"
"323","牛肉と馬鈴薯","38","275"
"324","非凡なる凡人","38","239"
"325","疲労","38","116"
"326","少年の悲哀","38","271"
"327","恋を恋する人","38","360"
"328","窮死","38","116"
"329","武蔵野","38","239"
"330","怠惰屋の弟子入り","38","96"
"331","石清虚","38","96"
"332","酒中日記","38","275"
"333","空知川の岸辺","38","343"
"334","少年の悲哀","38","116"
"335","たき火","38","239"
"336","運命論者","38","54"
"337","土曜夫人","40","453"
"338","最後の、そして始まりのエデン","41","0"
"339","映画時代","42","116"
"340","地図に出てくる男女","43","446"
"341","飛行機から墜ちるまで","43","446"
"342","女百貨店","43","446"
"343","大阪万華鏡","43","446"
"344","戦争のファンタジイ","43","446"
"345","新種族ノラ","43","446"
"346","職業婦人気質","43","446"
"347","易経","1529","0"
"347","易経","88","0"
"348","文七元結","989","148"
"348","文七元結","46","148"
"349","根岸お行の松 因果塚の由来","989","148"
"349","根岸お行の松 因果塚の由来","46","148"
"350","真景累ヶ淵","989","148"
"350","真景累ヶ淵","46","148"
"351","業平文治漂流奇談","989","148"
"351","業平文治漂流奇談","46","148"
"353","政談月の鏡","989","148"
"353","政談月の鏡","46","148"
"354","闇夜の梅","989","148"
"354","闇夜の梅","46","148"
"355","イギリス観光旅行","47","482"
"356","イブ 覚醒儀式","7","0"
"357","外套","207","116"
"357","外套","208","116"
"358","画家とセリセリス","48","464"
"359","眼帯記","997","91"
"360","外科室","50","91"
"361","幻談","51","116"
"362","源氏物語","52","76"
"362","源氏物語","885","76"
"363","義血侠血","50","91"
"364","五味氏の宝物","54","480"
"365","パソコン創世記","55","49"
"366","漁民解体 岩内郡漁協と原発計画","56","0"
"367","ハッカー倫理と情報公開・プライバシー","21","0"
"368","裸の王様","210","0"
"368","裸の王様","181","0"
"369","母となる","57","215"
"370","増殖する俳句歳時記","84","0"
"371","浜菊","58","275"
"372","鼻","207","116"
"372","鼻","208","116"
"373","花嫁の訂正 ――夫婦哲学――","20","534"
"374","音楽の反方法論序説","59","0"
"376","ハルピンの一夜","48","447"
"377","国語音韻の変遷","61","116"
"378","雛鳥の夢","12","216"
"379","氷雨","31","343"
"380","放浪","40","453"
"381","メガネをかけたフクロウ君","62","0"
"382","私は懐疑派だ","6","194"
"383","予が半生の懺悔","6","194"
"384","余が翻訳の標準","6","194"
"385","一円本流行の害毒と其裏面談","63","503"
"386","十三夜","64","189"
"387","にごりえ","64","189"
"388","大つごもり","64","189"
"389","たけくらべ","64","189"
"390","うつせみ","64","189"
"391","わかれ道","64","189"
"392","ゆく雲","64","189"
"393","「いき」の構造","65","116"
"394","いないないヴァーチャる","66","0"
"395","田舎の時計他十二篇","67","116"
"396","駒のいななき","61","116"
"397","淫売婦","31","93"
"398","いのちの初夜","997","91"
"399","インターミッション","7","0"
"400","漁火","69","424"
"401","イワンとイワンの兄","20","534"
"404","ジャズへの愛着","71","28"
"405","自分のこと","48","464"
"407","ジガ蜂","8","343"
"408","陣中日誌（遺稿） 附・戦線便り","72","235"
"409","実語教","1529","133"
"410","解剖室","22","343"
"411","愛撫","74","70"
"412","ある崖上の感情","74","70"
"413","ある心の風景","74","70"
"414","泥濘","74","70"
"415","闇の絵巻","74","70"
"416","冬の蠅","74","70"
"417","冬の日","74","70"
"418","闇の書","74","70"
"419","Ｋの昇天 或はＫの溺死","74","70"
"420","筧の話","74","70"
"421","過古","74","70"
"422","器楽的幻覚","74","70"
"423","交尾","74","76"
"424","檸檬","74","70"
"425","のんきな患者","74","70"
"426","路上","74","70"
"427","桜の樹の下には","74","70"
"428","雪後","74","70"
"429","城のある町にて","74","70"
"430","蒼穹","74","70"
"431","橡の花","74","275"
"432","駆落","129","107"
"432","駆落","315","107"
"432","駆落","75","107"
"433","上高地風景保護論","27","116"
"434","神さんが降りてきた。","32","0"
"435","かなしみの日より","12","216"
"436","五月の朝の花","76","215"
"437","秋雨の追憶","76","215"
"438","ある男の死","76","215"
"439","縮緬のこころ","76","215"
"440","富士","76","33"
"441","愚なる（?!）母の散文詩","76","215"
"442","慈悲","76","215"
"443","風と裾","76","215"
"444","みちのく","76","343"
"445","恋愛といふもの","76","215"
"446","鯉魚","76","343"
"447","老妓抄","76","275"
"448","東海道五十三次","76","33"
"449","本州横断 癇癪徒歩旅行","77","355"
"450","夏秋表","11","215"
"451","片山くんが行く","79","0"
"452","競馬","40","343"
"453","計画","80","343"
"454","毒もみのすきな署長さん","81","343"
"455","ガドルフの百合","81","91"
"456","銀河鉄道の夜","81","275"
"457","春と修羅","81","104"
"458","ひかりの素足","81","33"
"459","双子の星","81","275"
"460","インドラの網","81","91"
"461","雁の童子","81","91"
"462","風の又三郎","81","116"
"463","マグノリアの木","81","91"
"464","猫の事務所","81","33"
"465","農民芸術概論","81","343"
"466","オツベルと象","81","275"
"467","ポランの広場","81","343"
"468","さいかち淵","81","343"
"469","さるのこしかけ","81","275"
"470","セロ弾きのゴーシュ","81","275"
"471","疾中","81","33"
"472","やまなし","81","33"
"473","よだかの星","81","275"
"474","日本国憲法","1528","219"
"475","半七捕物帳 60 青山の仇討","82","180"
"476","籠釣瓶","82","180"
"477","箕輪心中","82","180"
"478","両国の秋","82","180"
"479","心中浪華の春雨","82","180"
"480","玉藻の前","82","181"
"481","鳥辺山心中","82","180"
"482","半七捕物帳 43 柳原堤の女","82","180"
"483","半七捕物帳 52 妖狐伝","82","180"
"484","ゆず湯","82","287"
"485","青木の出京","83","448"
"486","入れ札","83","448"
"487","吉良上野の立場","83","448"
"488","勲章を貰う話","83","448"
"489","身投げ救助業","83","448"
"490","三浦右衛門の最後","83","448"
"491","Ｍ侯爵と写真師","83","448"
"492","無名作家の日記","83","448"
"493","大島が出来る話","83","343"
"494","屋上の狂人","83","448"
"495","恩を返す話","83","448"
"496","恩讐の彼方に","83","448"
"497","蘭学事始","83","448"
"498","船医の立場","83","448"
"499","勝負事","83","448"
"500","出世","83","448"
"501","忠直卿行状記","83","448"
"502","父帰る","83","448"
"503","藤十郎の恋","83","448"
"504","若杉裁判長","83","448"
"505","ゼラール中尉","83","448"
"506","きみとは往けない。","84","0"
"507","木の都","40","343"
"508","霧の夜に","48","447"
"509","喫茶店にて","67","215"
"510","古代国語の音韻に就いて","61","116"
"512","恋","20","534"
"513","工場の窓より","31","343"
"515","国民性と文学","87","343"
"516","こんちりさんのりやく","1529","0"
"516","こんちりさんのりやく","88","0"
"516","こんちりさんのりやく","88","0"
"517","子に与ふ","89","215"
"518","1992～1993年 現代詩時評コラム","90","0"
"519","後世への最大遺物","34","116"
"520","侯爵夫人","223","0"
"520","侯爵夫人","181","0"
"521","高野聖","50","343"
"522","金色夜叉","91","275"
"523","高山の雪","27","116"
"524","口に入れてうれしい","92","0"
"525","神社合祀に関する意見","93","78"
"526","十二支考 01 虎に関する史話と伝説民俗","93","116"
"527","十二支考 02 兎に関する民俗と伝説","93","116"
"528","くまちゃん","16","0"
"529","国貞えがく","50","116"
"530","黒猫","95","275"
"530","黒猫","94","275"
"531","あやかしの鼓","96","88"
"532","最後の一枚の葉","97","0"
"532","最後の一枚の葉","98","0"
"534","Macintoshとデザインの周辺","99","0"
"535","まだらの紐をめぐる冒険","9","0"
"535","まだらの紐をめぐる冒険","100","0"
"536","賢者の贈り物","97","0"
"536","賢者の贈り物","98","0"
"537","魔法のおなべ","101","0"
"537","魔法のおなべ","30","0"
"537","魔法のおなべ","29","0"
"538","舞姫","102","343"
"539","万福追想","31","343"
"540","松平維秋の仕事","103","0"
"541","職工と微笑","104","93"
"542","貧しき信徒","13","417"
"543","メディア対「私」","92","0"
"544","姪子","58","274"
"545","夫婦善哉","40","343"
"546","まざあ・ぐうす","106","91"
"546","まざあ・ぐうす","1529","91"
"547","みだれ髪（昭和8年）","885","82"
"548","みだれ髪（明治34年）","885","495"
"549","ぶくぶく長々火の目小僧","107","116"
"550","短く語る『本の未来』","55","536"
"551","みみず物語","108","0"
"552","みみず物語 ２","108","0"
"553","水底の星々","109","0"
"554","民族詩学","110","0"
"555","右門捕物帖 04 青眉の女","111","246"
"556","右門捕物帖 13 足のある幽霊","111","246"
"557","右門捕物帖 37 血の降るへや","111","246"
"558","右門捕物帖 03 血染めの手形","111","246"
"559","右門捕物帖 09 達磨を好く遊女","111","246"
"560","右門捕物帖 12 毒色のくちびる","111","246"
"561","右門捕物帖 31 毒を抱く女","111","246"
"562","右門捕物帖 05 笛の秘密","111","246"
"563","右門捕物帖 27 献上博多人形","111","246"
"564","右門捕物帖 06 なぞの八卦見","111","246"
"565","旗本退屈男 01 第一話 旗本退屈男","111","246"
"566","旗本退屈男 02 第二話 続旗本退屈男","111","246"
"567","旗本退屈男 03 第三話 後の旗本退屈男","111","246"
"568","旗本退屈男 04 第四話 京へ上った退屈男","111","246"
"569","右門捕物帖 17 へび使い小町","111","246"
"570","右門捕物帖 35 左刺しの匕首","111","246"
"571","右門捕物帖 29 開運女人地蔵","111","246"
"572","右門捕物帖 19 袈裟切り太夫","111","246"
"573","右門捕物帖 36 子持ちすずり","111","246"
"574","右門捕物帖 34 首つり五人男","111","246"
"575","右門捕物帖 14 曲芸三人娘","111","246"
"576","右門捕物帖 15 京人形大尽","111","246"
"577","右門捕物帖 08 卍のいれずみ","111","246"
"578","右門捕物帖 18 明月一夜騒動","111","246"
"579","右門捕物帖 11 身代わり花嫁","111","246"
"580","右門捕物帖 10 耳のない浪人","111","246"
"581","右門捕物帖 07 村正騒動","111","246"
"582","右門捕物帖 02 生首の進物","111","246"
"583","右門捕物帖 16 七化け役者","111","246"
"584","右門捕物帖 26 七七の橙","111","246"
"585","右門捕物帖 01 南蛮幽霊","111","246"
"586","右門捕物帖 24 のろいのわら人形","111","246"
"587","右門捕物帖 28 お蘭しごきの秘密","111","246"
"588","右門捕物帖 20 千柿の鍔","111","246"
"589","右門捕物帖 33 死人ぶろ","111","246"
"590","右門捕物帖 25 卒塔婆を祭った米びつ","111","246"
"591","右門捕物帖 32 朱彫りの花嫁","111","246"
"592","右門捕物帖 21 妻恋坂の怪","111","246"
"593","右門捕物帖 38 やまがら美人影絵","111","246"
"594","右門捕物帖 30 闇男","111","246"
"595","右門捕物帖 23 幽霊水","111","246"
"596","響","112","426"
"597","輝ける朝","112","426"
"598","神楽阪の半襟","112","343"
"599","道 ――ある妻の手紙――","112","426"
"600","女","112","426"
"601","四十余日","112","343"
"602","白い雌鷄の行方","112","426"
"603","嘘をつく日","112","343"
"604","十八歳のモノローグ","28","84"
"605","モルグ街の殺人事件","95","275"
"605","モルグ街の殺人事件","94","275"
"606","守の家","58","275"
"608","モウグリの兄弟たち","114","0"
"608","モウグリの兄弟たち","100","0"
"609","無垢と経験のうた","47","0"
"609","無垢と経験のうた","115","0"
"610","虫干し","116","215"
"611","小さなメディアの必要","117","260"
"612","長い夢","47","482"
"613","長塚節歌集 1 上","118","244"
"614","長塚節歌集 2 中","118","244"
"615","長塚節歌集 3 下","118","244"
"616","長塚節句集","118","244"
"617","悟浄歎異 ―沙門悟浄の手記―","119","91"
"618","狐憑","119","343"
"619","南島譚 01 幸福","119","33"
"620","名人伝","119","449"
"621","名人伝","119","33"
"622","文字禍","119","33"
"623","山月記","119","0"
"624","山月記","119","275"
"625","奈々子","58","240"
"626","南蛮寺門前","120","343"
"627","赤い蝋燭","121","116"
"628","ごん狐","121","116"
"629","ごんごろ鐘","121","255"
"630","花のき村と盗人たち","121","189"
"631","川","121","91"
"632","狐","121","116"
"633","張紅倫","121","91"
"634","久助君の話","121","91"
"635","おじいさんのランプ","121","116"
"636","正坊とクロ","121","91"
"637","手袋を買いに","121","116"
"638","牛をつないだ椿の木","121","189"
"639","嘘","121","91"
"640","病む子の祭","121","91"
"641","猫町 散文詩風な小説","67","116"
"642","猫又先生","48","343"
"643","日本の詩はどこにあるか・続","110","248"
"644","日本山岳景の特色","27","116"
"645","人間の基本 いじめっ子はなぜ生まれるか","122","0"
"646","二銭銅貨","37","343"
"647","野菊の墓","58","76"
"648","ノウアスフィアの開墾","30","0"
"648","ノウアスフィアの開墾","29","0"
"649","女盗","48","447"
"651","小熊秀雄全集-01 短歌集","124","305"
"652","小熊秀雄全集-10 詩集（9）流民詩集2","124","305"
"653","小熊秀雄全集-11 詩集（10）風物詩篇","124","305"
"654","小熊秀雄全集-12 詩集（11）文壇諷刺詩篇","124","305"
"655","小熊秀雄全集-14 童話集","124","305"
"656","小熊秀雄全集-02 詩集（１）初期詩篇","124","305"
"657","小熊秀雄全集-20 大波小波","124","305"
"658","小熊秀雄全集-03 詩集（2）中期詩篇","124","305"
"659","小熊秀雄全集-04 詩集（3）小熊秀雄詩集1","124","305"
"660","小熊秀雄全集-05 詩集（4）小熊秀雄詩集2","124","305"
"661","小熊秀雄全集-06 詩集（5）飛ぶ橇","124","305"
"662","小熊秀雄全集-07 詩集（６）長篇詩集","124","305"
"663","小熊秀雄全集-08 詩集（7）恋愛詩篇","124","305"
"664","小熊秀雄全集-09 詩集（8）流民詩集1","124","305"
"665","人外魔境 03 天母峰","125","88"
"666","白蟻","125","171"
"667","失楽園殺人事件","125","382"
"668","私の生ひ立ち","885","102"
"669","オリンポスの果実","126","275"
"670","尾なし犬","54","185"
"671","オリエントの舌","127","77"
"672","落窪物語","1529","0"
"672","落窪物語","128","0"
"673","阿部一族","129","345"
"674","ぢいさんばあさん","129","189"
"675","二人の友","129","271"
"676","百物語","129","275"
"677","仮名遣意見","129","343"
"678","かのように","129","275"
"679","寒山拾得","129","107"
"680","カズイスチカ","129","275"
"681","栗山大膳","129","343"
"682","舞姫","129","189"
"683","妄想","129","343"
"684","歴史其儘と歴史離れ","129","335"
"685","サフラン","129","271"
"686","佐橋甚五郎","129","91"
"687","最後の一句","129","189"
"688","杯","129","275"
"689","山椒大夫","129","345"
"690","心中","129","271"
"691","高瀬舟","129","189"
"692","高瀬舟","129","345"
"693","追儺","129","335"
"694","うたかたの記","129","116"
"695","ヰタ・セクスアリス","129","275"
"696","安井夫人","129","345"
"697","癩","8","345"
"698","青空のリスタート","55","31"
"699","RETURN","84","0"
"700","ロック、70年代―復刻CDに時代を聴く","130","0"
"701","六白金星","40","343"
"702","ロン吉百までわしゃ九十九まで","206","0"
"703","老人","129","107"
"703","老人","315","107"
"703","老人","75","107"
"704","サブの馬鹿","88","0"
"705","産褥の記","885","215"
"706","更級日記","133","435"
"707","或る嬰児殺しの動機","134","246"
"708","街底の熔鉱炉","134","68"
"709","街頭の偽映鏡","134","246"
"710","秘密の風景画","134","68"
"711","骨を削りつつ歩む ――文壇苦行記――","134","68"
"712","駈落","134","68"
"713","仮装観桜会","134","246"
"714","機関車","134","68"
"715","季節の植物帳","134","68"
"716","汽笛","134","181"
"717","熊の出る開墾地","134","68"
"718","栗の花の咲くころ","134","68"
"719","恐怖城","134","246"
"720","緑の芽","134","68"
"721","猟奇の街","134","246"
"722","錯覚の拷問室","134","246"
"723","接吻を盗む女の話","134","68"
"724","荒雄川のほとり","134","68"
"725","手品","134","68"
"726","首を失った蜻蛉","134","68"
"727","指と指環","134","68"
"728","殺人行者","14","529"
"729","さようなら","126","451"
"731","聖三稜玻璃 02 聖三稜玻璃","136","343"
"732","青春の逆説","40","453"
"733","神秘的半獣主義","137","343"
"734","長崎絵本セミナリヨ七ヶ条","88","0"
"735","選挙のユーザー インターフェイス","138","0"
"737","世相","40","453"
"738","雪中富士登山記","27","116"
"739","シャドウ・ワーク","139","0"
"740","シャロットの妖姫","141","290"
"740","シャロットの妖姫","140","290"
"741","飼育記","142","0"
"742","新世界交響曲","32","0"
"743","新都市音楽ノート","143","0"
"744","勝敗","20","534"
"745","少女","20","534"
"746","シルクハット","20","534"
"747","スレイヴ パソコン音痴のカメイ課長が電脳作家になる物語","144","0"
"749","草木塔","146","343"
"750","英語対訳版草木塔抄他／Fire on the Mountain","201","33"
"750","英語対訳版草木塔抄他／Fire on the Mountain","146","33"
"750","英語対訳版草木塔抄他／Fire on the Mountain","147","33"
"751","二百十日","148","33"
"752","坊っちゃん","148","343"
"753","文鳥","148","33"
"754","文芸委員は何をするか","148","116"
"755","文芸の哲学的基礎","148","33"
"756","文芸と道徳","148","33"
"757","道楽と職業","148","33"
"758","永日小品","148","33"
"759","現代日本の開化","148","33"
"760","硝子戸の中","148","33"
"761","虞美人草","148","33"
"762","長谷川君と余","148","33"
"763","変な音","148","33"
"764","変な音","148","107"
"765","彼岸過迄","148","33"
"766","コンラッドの描きたる自然について","148","33"
"767","人生","148","343"
"768","自転車日記","148","33"
"769","薤露行","148","116"
"770","ケーベル先生","148","33"
"771","ケーベル先生の告別","148","91"
"772","私の個人主義","148","343"
"773","こころ","148","240"
"774","坑夫","148","33"
"775","行人","148","33"
"776","草枕","148","33"
"777","京に着ける夕","148","33"
"778","教育と文芸","148","116"
"779","倫敦消息","148","33"
"780","幻影の盾","148","275"
"781","満韓ところどころ","148","33"
"782","明暗","148","33"
"783","道草","148","116"
"784","三山居士","148","33"
"785","門","148","33"
"786","無題","148","116"
"787","博士問題とマードック先生と余","148","116"
"788","中味と形式","148","33"
"789","吾輩は猫である","148","33"
"790","吾輩ハ猫デアル","148","213"
"791","野分","148","33"
"792","思い出す事など","148","33"
"793","作物の批評","148","33"
"794","三四郎","148","92"
"795","子規の画","148","33"
"796","写生文","148","33"
"797","初秋の一日","148","33"
"798","手紙","148","91"
"799","夢十夜","148","33"
"800","装飾の性","28","151"
"801","スピーチ・バルーン","84","230"
"802","杉よ！ 眼の男よ！","149","14"
"802","杉よ！ 眼の男よ！","1008","14"
"803","砂の惑星","62","0"
"804","雨の日に香を燻く","150","215"
"805","草の親しみ 刈草の匂ひ １","150","215"
"807","Ｓ中尉の話","48","271"
"808","対州風聞書","151","0"
"809","台風","885","215"
"811","氷屋の旗","153","215"
"812","初めて見たる小樽","153","239"
"813","性急な思想","153","275"
"814","時代閉塞の現状 （強権、純粋自然主義の最後および明日の考察）","153","239"
"815","悲しき玩具","153","239"
"816","一握の砂","153","239"
"817","詩","153","239"
"818","弓町より","153","239"
"819","田森くんは西へ","79","0"
"820","義人の姿","154","78"
"821","宝蔵の短刀","154","78"
"822","村の怪談","154","78"
"823","猫の踊","154","78"
